geography_code,geography_name,cancer_code,cancer_label_en,cancer_label_pl,measure,start_year,end_year,start_value,end_value,absolute_change,percent_change,cagr_percent,direction,scenario,projection_base_year,source_id,source_version,evidence_type,metric,caution
ESP,Spain,PANCREAS,Pancreas,Trzustka,incidence,2024,2050,9057.0,13094.0,4037.0,44.573258253284756,1.4278523058075532,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,PANCREAS,Pancreas,Trzustka,mortality,2024,2050,8408.0,12595.0,4187.0,49.79781160799239,1.5664353352052185,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,PENIS,Penis,Prącie,incidence,2024,2050,522.0,860.0,338.0,64.75095785440614,1.9388046011140414,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,PENIS,Penis,Prącie,mortality,2024,2050,129.0,222.0,93.0,72.09302325581395,2.1098922364907624,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,PROSTATE,Prostate,Gruczoł krokowy,incidence,2024,2050,31095.0,42800.0,11705.0,37.64270783084097,1.2363927122141183,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,PROSTATE,Prostate,Gruczoł krokowy,mortality,2024,2050,6379.0,12615.0,6236.0,97.75826932121022,2.657289760791448,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,SALIVARY,Salivary glands,Ślinianki,incidence,2024,2050,608.0,744.0,136.0,22.36842105263158,0.7794301449522534,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,SALIVARY,Salivary glands,Ślinianki,mortality,2024,2050,218.0,352.0,134.0,61.46788990825688,1.859916124716099,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,STOMACH,Stomach,Żołądek,incidence,2024,2050,7359.0,10717.0,3358.0,45.631199891289576,1.4562991652201873,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,STOMACH,Stomach,Żołądek,mortality,2024,2050,5113.0,8013.0,2900.0,56.71816937218854,1.7430120108297142,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,TESTIS,Testis,Jądro,incidence,2024,2050,2212.0,1860.0,-352.0,-15.913200723327305,-0.6644007100046756,decrease,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,TESTIS,Testis,Jądro,mortality,2024,2050,57.0,59.0,2.0,3.508771929824561,0.1327271433461119,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,THYROID,Thyroid,Tarczyca,incidence,2024,2050,5087.0,4618.0,-469.0,-9.219579319834875,-0.37133405475477943,decrease,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,THYROID,Thyroid,Tarczyca,mortality,2024,2050,383.0,610.0,227.0,59.268929503916446,1.80621036784816,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,UNSPECIFIED,Unspecified sites,Nowotwory o nieokreślonym umiejscowieniu,incidence,2024,2050,5404.0,8747.0,3343.0,61.86158401184307,1.8694571298644824,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,UNSPECIFIED,Unspecified sites,Nowotwory o nieokreślonym umiejscowieniu,mortality,2024,2050,5185.0,8482.0,3297.0,63.58727097396336,1.9110168442608266,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,VAGINA,Vagina,Pochwa,incidence,2024,2050,180.0,240.0,60.0,33.33333333333333,1.1126135229420742,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,VAGINA,Vagina,Pochwa,mortality,2024,2050,77.0,123.0,46.0,59.74025974025974,1.817781557790199,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,VULVA,Vulva,Srom,incidence,2024,2050,958.0,1398.0,440.0,45.92901878914405,1.4642713409328545,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
ESP,Spain,VULVA,Vulva,Srom,mortality,2024,2050,385.0,661.0,276.0,71.68831168831169,2.100645929125289,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,ALL,All cancers,Wszystkie nowotwory,incidence,2024,2050,458379.0,610619.0,152240.0,33.212690808261286,1.1090931987294272,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,ALL,All cancers,Wszystkie nowotwory,mortality,2024,2050,183607.0,268986.0,85379.0,46.50095039949457,1.4795373400692924,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,ALL_EX_NMSC,All cancers excluding non-melanoma skin cancer,Wszystkie nowotwory bez nieczerniakowych raków skóry,incidence,2024,2050,415194.0,543811.0,128617.0,30.977567113204913,1.043312167757393,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,ALL_EX_NMSC,All cancers excluding non-melanoma skin cancer,Wszystkie nowotwory bez nieczerniakowych raków skóry,mortality,2024,2050,182400.0,266946.0,84546.0,46.35197368421053,1.475566380217197,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,BLADDER,Bladder,Pęcherz moczowy,incidence,2024,2050,13716.0,20041.0,6325.0,46.11402741324001,1.4692158768044639,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,BLADDER,Bladder,Pęcherz moczowy,mortality,2024,2050,6389.0,10519.0,4130.0,64.64235404601659,1.9362192414396073,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,BRAIN_CNS,"Brain, central nervous system",Mózg i ośrodkowy układ nerwowy,incidence,2024,2050,6021.0,7388.0,1367.0,22.703869789071582,0.7900418123858888,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,BRAIN_CNS,"Brain, central nervous system",Mózg i ośrodkowy układ nerwowy,mortality,2024,2050,4732.0,5986.0,1254.0,26.500422654268807,0.908236056677314,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,BREAST,Breast,Pierś,incidence,2024,2050,58748.0,69452.0,10704.0,18.220194730033363,0.6458410655320046,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,BREAST,Breast,Pierś,mortality,2024,2050,12425.0,17201.0,4776.0,38.438631790744466,1.2588458578954853,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
GBR,United Kingdom,CERVIX,Cervix uteri,Szyjka macicy,incidence,2024,2050,3309.0,3647.0,338.0,10.214566334239953,0.374773151356389,increase,demographic_projection,2024,iarc_cancer_tomorrow,GLOBOCAN 2024,projected,number,"Demographic projection, not an observed forecast; baseline rates are held constant unless explicitly adjusted."
